978406140;13506;14567
978406260;2560;8468
978406860;16590;17503
978407760;86;9281
978407760;17305;3618
978407820;131;1352
978407820;131;110
978407880;10568;7883
978408000;17305;10726
978408660;26;6205
978408660;26;9172
978408660;26;14796
978408840;3;10437
978409140;3;140
978409680;77;13
978409740;94;21244
978409800;94;7443
978409980;94;7443
978409980;94;7444
978409980;94;7443
978409980;94;7444
978410100;1158;47
978410820;86;9281
978411180;17503;654
978411180;17503;2375
978411240;4701;6130
978411540;17503;10568
978411600;17503;10568
978411660;11017;18853
978411660;11017;8988
978411660;11017;19122
978411720;133;19352
978411780;37;13987
978412440;8131;17305
978412560;10215;6677
978412620;18747;2965
978412620;19744;61
978412800;86;8636
978412980;77;20014
978412980;131;21144
978413400;142;20632
978413460;131;1352
978413940;86;8636
978414000;10568;7701
978414240;77;19790
978414360;10568;9938
978414420;112;22117
978414420;10568;9938
978414420;10568;17025
978415140;18747;22251
978415260;10321;13
978415560;14567;16511
978415680;17924;11619
978415680;17924;2885
978415680;17924;47
978415800;10568;18424
978415800;10568;9159
978416040;11901;47
978416280;6;10561
978416400;94;9008
978416400;94;9008
978416460;10568;9159
978416820;18747;3362
978416880;18747;6422
978417000;86;8636
978417060;86;9281
978417180;94;8701
978417180;94;5009
978417540;16590;83
978417540;16590;19479
978417540;19743;20262
978417540;19743;22047
978417540;19743;61
978417840;17503;1705
978417840;17503;11304
978418020;86;9281
978418200;21239;5527
978418200;21239;14567
978418200;112;18588
978418200;18747;17565
978418200;18747;8524
978418200;18747;2957
978418380;5009;8701
978418380;5009;94
978418620;84;20331
978418920;6665;8073
978419220;131;107
978419280;77;5640
978419880;131;17375
978419880;131;110
978420120;77;2326
978420120;77;4071
978420600;18747;13420
978420720;18747;19670
978420780;4588;7099
978421020;17491;18609
978421020;17491;108
978421080;1;16046
978421140;18747;14508
978421200;14186;68
978421200;14186;108
978421980;6730;10991
978421980;6730;11933
978422040;9777;22117
978422220;8514;63
978422220;8514;8288
978422220;8514;5
978422760;1396;12983
978423240;94;7443
978423240;94;9008
978423720;11752;17866
978423780;6;1
978424080;13531;1705
978424320;9777;7245
978424500;86;22429
978424500;86;12033
978424560;94;9008
978424560;37;12843
978424620;37;2696
978424980;27;18747
978425100;47;1158
978425100;47;1158
978425160;1468;20752
978425160;1468;10568
978425160;123;6659
978425220;47;11619
978425220;47;17924
978425220;47;2885
978425400;47;15481
978425460;47;11901
978425580;94;9008
978426000;37;52
978426120;37;13987
978426180;1525;7443
978426180;1525;7444
978426180;1525;94
978426660;9008;94
978426960;6;22343
978426960;94;8792
978426960;94;3844
978426960;94;8150
978427020;7245;9777
978427140;77;649
978427140;77;131
978427320;17503;10568
978427500;18424;10568
978427740;94;21457
978427740;94;7444
978427740;94;2986
978427920;17503;1705
978427920;17503;10568
978427920;94;8701
978427920;94;5009
978428040;123;10726
978428280;94;1285
978428280;94;21457
978428280;83;7330
978428280;83;7087
978428340;16475;17252
978428340;16475;94
978428340;16475;8040
978428520;83;7330
978428580;86;4787
978428760;10568;21119
978428760;9777;2560
978428760;9777;8468
978429240;83;7330
978429480;7444;9449
978429480;7444;94
978429480;7444;1525
978429960;16372;20765
978429960;16372;108
978429960;94;21457
978429960;7169;8259
978429960;7169;8150
978429960;7169;94
978430080;8638;2118
978430140;94;7443
978430140;94;7444
978430140;131;110
978430140;131;77
978430260;10568;18385
978430320;10568;22378
978430320;10568;148
978430380;18538;16470
978430380;18538;10183
978430740;10568;818
978430800;17503;10568
978431040;5009;8701
978431040;5009;94
978431340;94;9008
978432360;13;16447
978432360;13;18626
978433860;10568;2977
978434400;21119;6017
978434400;21119;12202
978434400;21119;10568
978434700;1;6
978434760;21119;6017
978434760;21119;12202
978434760;21119;10568
978435120;2977;4445
978435120;2977;10568
978435660;10568;2977
978436260;2518;17503
978436260;2518;6795
978438060;10568;15221
978440460;6;19535
978440640;6;18246
978440700;6;18747
978440820;6;17267
978441000;1;12909
978441360;1;20812
978442140;1;6404
978443520;1;3306
978443520;1;8851
978445020;3054;1
978446280;16979;11877
978446520;16046;2963
978446700;16046;1
978447420;16046;2963
978447720;16046;17604
978447960;16046;1
978451320;16426;15520
978451320;16426;150
978453720;18505;19695
978464280;1;12909
978472920;17271;150
978473160;15361;10726
978475200;22378;2511
978475200;22378;4424
978475200;22378;14272
978475500;2526;61
978478080;6462;14958
978478320;123;16469
978479100;83;7330
978479100;83;7087
978479220;94;8792
978479220;94;3844
978479220;94;8150
978479580;54;12884
978479580;54;11874
978480060;17503;15695
978480060;14537;108
978480360;83;5475
978480360;83;16298
978480360;83;4969
978480840;17503;654
978480840;17503;2375
978480840;6;11752
978481740;83;1533
978481740;83;1126
978481740;83;6791
978481740;6665;14771
978481740;6665;22309
978481740;6665;86
978481860;21018;6677
978481920;83;17565
978481920;83;18747
978482160;83;18020
978482160;83;1126
978482220;37;18020
978482400;11752;6
978482460;94;14373
978482760;1126;83
978482760;1126;7652
978483060;18106;6677
978483060;94;20568
978483240;1126;83
978483300;4698;21916
978483300;4698;10568
978483360;6791;83
978483360;6791;1533
978483360;6791;1126
978483360;2232;13
978483420;18020;83
978483420;18020;1126
978483660;22368;3107
978483840;94;1009
978483840;94;7444
978483840;94;16866
978483900;94;20568
978483960;21930;118
978483960;83;14674
978484080;77;10804
978484080;77;15509
978484080;77;19790
978484260;83;11752
978485160;18747;27
978485220;77;2249
978485220;77;20609
978485400;18747;6574
978485580;64;8
978485580;20726;10568
978485640;18747;6574
978485760;18747;4111
978485820;18747;6574
978485820;10568;15537
978485820;10568;15537
978485880;9942;83
978485880;9942;1126
978485940;10568;20726
978485940;18747;16872
978486060;64;1581
978486060;64;77
978486060;64;324
978486180;10568;12222
978486240;6677;16541
978486360;77;136
978486420;12701;142
978486480;6665;22309
978486540;6677;8878
978486540;9942;83
978486540;9942;1126
978486720;15481;21394
978486720;15481;4845
978486720;15481;47
978486720;6677;8879
978486840;14422;72
978486960;6665;14771
978487020;6677;8879
978487080;131;297
978487080;131;22378
978487440;6677;10
978487740;86;22429
978487800;54;15964
978487860;86;12033
978487920;17305;15286
978488100;18604;12588
978488280;6665;20231
978488340;22368;1395
978488700;22368;4043
978488760;83;7330
978488760;14701;7745
978488760;14701;20579
978488820;83;18075
978488880;83;7330
978488880;83;12588
978489120;6677;18106
978489180;4062;18187
978489180;4062;108
978489240;54;11874
978489240;6677;18106
978489780;15221;10568
978490140;15361;18246
978490260;86;22429
978490320;5009;8701
978490320;5009;94
978490680;10568;9938
978490680;10568;9627
978490740;83;18075
978490740;83;14674
978490860;6677;18106
978491100;6677;8879
978491340;6677;153
978491400;6677;13673
978491460;13673;6677
978491580;18747;15136
978491580;18747;15125
978491580;18747;2957
978491640;13;6353
978491640;9008;94
978491760;10568;20285
978491880;94;21457
978491940;54;5530
978492060;86;14771
978492060;86;22309
978492060;86;6665
978492300;77;13795
978492420;94;9008
978492480;18747;6574
978492540;18747;2965
978492540;18747;6574
978492660;86;14771
978492780;94;16475
978492780;94;7657
978492900;18747;21620
978492900;18747;2061
978493260;6665;14771
978493260;6665;22309
978493260;6665;86
978493260;94;7443
978493260;18747;8789
978493320;18747;2937
978493380;18747;4431
978493440;108;18609
978493620;1158;47
978494040;110;17367
978494040;110;17564
978494400;18747;2957
978494640;94;8701
978494640;94;5009
978494940;94;9008
978495000;20524;19122
978495120;18524;6677
978495360;8878;6677
978495360;133;18688
978495660;4198;17818
978495660;4198;13654
978495660;4198;13
978495840;8879;6677
978495840;77;20014
978495840;77;64
978495840;77;59
978495840;131;20931
978495840;131;34
978495960;94;8701
978495960;94;5009
978496080;94;7657
978496200;58;12952
978496200;5;6043
978496200;5;9437
978496320;58;6247
978496620;10568;7701
978496680;2937;15914
978496680;58;6246
978496980;94;9008
978497040;94;5577
978497100;10568;15221
978497100;94;8701
978497100;94;5009
978497220;94;9008
978497280;86;14771
978497280;86;22309
978497280;86;6665
978497340;86;2192
978497580;86;13540
978497700;18106;6677
978497700;21840;61
978498000;133;16625
978498240;15361;18318
978498360;77;853
978498360;6649;12509
978498480;131;5711
978498600;6404;14676
978498660;6404;12588
978498660;21457;94
978498960;83;14674
978499020;21352;20726
978499020;21352;5331
978499020;10568;20285
978499020;18747;10773
978499140;9788;17843
978499320;133;8132
978499320;18747;17565
978499320;18747;8524
978499320;18747;2957
978499380;54;10107
978499380;10568;20285
978499500;17503;10568
978499560;17503;16729
978499620;54;5530
978499620;10568;17503
978499680;17503;13691
978499680;17503;13988
978499680;17503;16729
978499680;17503;13691
978499680;17503;13988
978499680;17503;16729
978499860;17503;16729
978499860;13313;18356
978499860;13313;1156
978499860;13313;12155
978499920;86;14771
978500100;142;15689
978500460;17084;13593
978500520;10215;6677
978500520;10215;788
978500640;15361;2789
978500700;15964;14733
978500700;15964;108
978500760;835;17503
978500760;835;6795
978501240;131;1096
978501240;131;110
978501240;131;9536
978501540;8789;4628
978501540;8789;9507
978501600;10568;743
978501660;18106;6677
978502020;8789;18143
978502020;8743;63
978502260;8514;63
978502260;8514;7746
978502260;8514;5
978502320;94;41
978502320;94;57
978502320;94;7444
978502320;15361;7001
978502380;94;58
978502380;18747;3362
978502500;94;11840
978502620;15361;5264
978502680;86;2192
978502740;5009;8701
978502740;5009;94
978502920;94;9008
978503100;15689;142
978503220;21752;13155
978503220;21752;4845
978503220;21752;47
978503340;54;3257
978503400;6677;8878
978503580;6727;10568
978503580;21469;10568
978503820;86;2192
978504120;17305;10726
978504180;6677;8878
978504660;27;2238
978504780;15361;2789
978504780;27;2238
978505020;15481;21752
978505020;15481;4845
978505020;15481;47
978505200;54;3257
978505260;12222;1705
978505320;10568;6727
978505440;54;7530
978505620;83;16783
978505620;83;17707
978505680;83;14674
978506040;94;5577
978506040;27;2238
978506100;94;14373
978506220;83;14674
978506520;14537;10345
978506520;14537;19790
978506520;86;18262
978506520;83;7330
978506700;6677;8879
978506760;10568;743
978506880;10568;12155
978506880;10568;3971
978506940;83;14567
978507300;86;8636
978507360;86;22309
978507420;3;6462
978507480;1705;17025
978507480;1705;10568
978507480;1705;11193
978507480;17305;5405
978507720;77;2260
978507720;20420;9437
978507720;20420;12947
978507840;6286;7397
978508020;94;5577
978508020;18747;18411
978508020;18747;6574
978508140;94;8150
978508320;6677;8879
978508440;27;2238
978508620;8878;6677
978508620;17503;4628
978508740;77;2260
978508860;10568;11193
978508980;18747;2963
978508980;18747;14865
978509040;123;6993
978509160;54;6462
978509280;54;11642
978509280;20518;7317
978509340;6;18246
978509400;6;61
978509520;6;5177
978509580;10568;15221
978509880;9777;14160
978510000;6677;16541
978510060;6677;8878
978510480;15184;5010
978510480;15184;6559
978510480;6677;8879
978510600;15221;10568
978510720;18747;16872
978510840;131;1096
978510900;94;8150
978511200;6677;18106
978511500;8878;6677
978511500;94;7443
978511500;94;7444
978511500;94;8701
978511500;94;5009
978511740;94;21244
978511740;94;7443
978511800;94;8150
978511860;10568;9938
978511860;131;1096
978511980;19249;14865
978511980;13425;70
978511980;13425;6180
978511980;13425;11338
978512160;94;8150
978512220;77;3016
978512220;77;5225
978512520;10568;11193
978512580;15221;10568
978512700;10568;12155
978512760;108;18187
978512880;8789;17852
978513060;34;13
978513060;34;17731
978513300;12073;13
978513480;8879;6677
978513480;8879;18106
978513480;17305;18730
978513600;6677;3810
978513600;6677;10215
978514020;13892;17503
978514740;13531;1705
978514980;17807;19668
978514980;17807;15535
978514980;17807;933
978514980;17692;7330
978514980;17692;7397
978515220;22265;7
978515220;22265;15748
978515280;83;14674
978515340;17807;11955
978515700;13;81
978515700;13;77
978515700;25;8194
978515760;13;11249
978515880;13;18629
978515940;14984;108
978515940;13;81
978515940;13;77
978516000;13;11249
978516000;14984;108
978516240;21019;12509
978516360;133;18688
978516480;6677;22013
978516480;6677;20495
978516480;6677;3372
978516480;17305;13506
978516600;2429;61
978517740;22047;61
978517740;22047;7337
978517740;22047;13574
978518100;21019;12509
978518100;94;5577
978518400;94;14373
978519120;10568;15221
978519840;5170;13
978519840;5170;19790
978520080;21839;61
978520500;5009;8701
978520500;5009;94
978520860;13425;70
978521280;123;2476
978522780;10568;15221
978523920;10568;1477
978525720;14026;9022
978532800;7652;1125
978532800;7652;11028
978534000;16046;30
978534060;16046;9186
978534240;16046;13988
978534240;16046;14304
978534240;16046;9570
978534300;16046;14958
978534360;16046;4111
978534420;16046;6970
978535920;7872;5331
978541800;1;14676
978541860;1;12588
978559920;19366;14567
978560820;132;9437
978561360;132;9437
978563340;16927;6677
978563640;6024;72
978564180;142;12701
978564780;123;16469
978564960;6;11106
978566340;9777;14160
978566820;83;9741
978566940;83;18075
978566940;145;19710
978566940;145;26
978567240;7443;94
978567240;7443;9008
978567660;6677;16927
978568260;131;107
978568440;7514;21938
978568440;7514;1218
978568800;15611;61
978568860;131;5367
978568980;1;43
978569280;20518;13862
978569280;11543;2118
978569460;18747;6574
978569700;54;3257
978569700;18747;6574
978569760;18747;6422
978569880;16541;6677
978569880;94;5577
978569940;94;1009
978570060;17807;17262
978570060;94;8150
978570180;13988;17503
978570780;16475;17252
978570780;16475;94
978570780;16475;8040
978570780;94;7657
978570960;94;7444
978571020;11483;2118
978571020;94;8701
978571020;94;5009
978571140;13;11249
978571140;13;110
978571140;13;11249
978571920;9142;17503
978571920;9142;6795
978571980;14701;7745
978571980;14701;20579
978571980;131;3998
978571980;131;107
978572280;16539;10664
978572280;16539;5331
978572460;17807;13440
978572460;6665;7436
978572580;3;6462
978572580;3;6468
978572760;6795;17503
978572760;94;3844
978573060;18747;17807
978573120;9142;17503
978573120;9142;6795
978573240;17765;19358
978573240;17765;13739
978573480;54;5310
978573480;54;5530
978573780;10568;9779
978573900;83;10217
978574440;14537;15509
978574440;14537;108
978574680;64;1581
978574680;64;77
978574680;64;324
978574680;77;853
978574740;13;9037
978574860;94;7443
978574920;8762;15744
978574920;8762;17077
978574920;8762;13293
978575040;13;17516
978575040;94;7443
978575280;5;9437
978575280;26;3176
978575340;1496;61
978575400;10568;6727
978575520;18911;70
978575640;58;4148
978575640;22368;16382
978575700;10568;11193
978575880;13014;7727
978575880;13014;108
978576120;13014;7727
978576120;13014;108
978576180;86;22309
978576360;18730;2118
978576480;26;8874
978576480;17305;20346
978577020;15361;19538
978577020;2118;11543
978577140;31;21523
978577320;10568;12222
978577740;21887;8468
978577800;6665;18730
978577860;123;13801
978578100;86;22309
978578160;10568;17047
978578160;10568;3465
978578160;86;22309
978578400;10242;9777
978578640;77;64
978578700;9777;21887
978578880;488;16398
978579960;54;7682
978580140;21005;20420
978580140;21005;14069
978580140;21005;9437
978580860;0;1664
978581040;94;15965
978581220;94;9008
978581340;94;21911
978581400;0;1664
978581520;3716;61
978581700;54;11674
978581700;54;5310
978581700;54;5530
978581940;77;3315
978582420;94;8259
978582480;6665;14771
978582480;6665;18730
978582480;6665;14860
978582600;8640;6157
978583320;54;3743
978583320;54;1971
978583560;133;16625
978583620;11543;3983
978583680;133;18688
978583740;8216;14272
978583920;111;6441
978584220;133;18676
978584340;94;9008
978584460;142;17158
978585180;16172;16046
978585180;16172;58
978586140;4619;17367
978586560;77;13
978586620;94;16866
978586740;108;14537
978586920;94;7657
978586980;77;2260
978587040;94;21244
978587040;94;1009
978587040;94;16866
978587340;6340;17853
978587340;6340;12202
978587460;54;3743
978587460;54;1971
978587580;54;3743
978587580;54;1971
978587760;94;7443
978587880;9431;15343
978588480;131;18445
978588480;131;14322
978588540;22378;11642
978588540;22378;14272
978588600;15932;21810
978588600;15932;15747
978588600;15932;12271
978588660;54;8643
978588660;54;5530
978588900;102;73
978589500;54;11874
978589560;54;11642
978589740;131;13997
978589980;19310;83
978589980;19310;1126
978590460;0;20352
978590760;77;18590
978590820;1993;17503
978590820;1993;6795
978590820;6665;14771
978590820;6665;18730
978590820;6665;14860
978590880;77;297
978590880;77;110
978590880;77;12
978591060;77;6832
978591060;77;15509
978591300;17766;8309
978591300;83;10146
978591420;83;7330
978591540;18747;429
978591960;94;7444
978592140;94;6063
978592200;54;11874
978592200;54;11642
978592200;94;8701
978592200;94;5009
978592320;14567;6421
978592320;94;7443
978592320;94;7444
978592440;94;41
978592440;94;57
978592500;20518;7317
978592740;16393;5527
978592740;16393;14567
978592800;20518;7317
978592800;10146;7397
978592980;20518;7317
978593100;8789;17855
978593400;83;7979
978593400;83;1126
978593400;83;18747
978593580;54;17323
978593580;54;7530
978593760;7470;17503
978593760;7470;6795
978593880;54;8643
978593940;94;21244
978593940;6677;11841
978594000;123;6659
978594120;77;19790
978594240;19538;5264
978594480;54;7646
978594960;94;8701
978595020;94;16475
978595080;94;5577
978595140;94;16475
978595200;94;9008
978595320;14497;13
978595620;77;2260
978595620;22109;15856
978595620;22109;7514
978595620;22109;10340
978595680;1705;10568
978596040;17503;21212
978596160;94;7443
978596220;94;5577
978596400;6219;7727
978596400;6219;108
978596520;10568;743
978596700;131;13997
978596700;131;107
978596760;83;7330
978596760;83;10645
978597000;17503;13691
978597000;17503;13988
978597000;17503;20285
978597120;10495;17503
978597120;10495;6795
978597120;10495;14304
978597120;743;10568
978597420;20420;9437
978597420;20420;12947
978597480;10568;9627
978597540;10568;743
978597540;10568;4578
978597780;5009;8701
978597780;5009;94
978597900;131;107
978598140;10568;743
978598140;10568;9627
978598200;10543;58
978598440;22206;21752
978598440;22206;20660
978598440;22206;47
978598860;11674;14623
978598860;11674;9920
978598860;11674;54
978599040;131;8693
978599040;131;21144
978599040;77;3972
978599100;83;18249
978599520;6516;10568
978599520;14567;12540
978599760;11841;6677
978599820;83;9787
978599880;7514;1451
978599940;6730;2544
978599940;6730;14567
978599940;131;21526
978600120;1468;20752
978600120;1468;10568
978600120;1468;12222
978600180;83;7330
978600360;83;7330
978600360;83;14674
978600540;10568;7919
978600600;131;110
978600600;131;110
978600840;83;14674
978601380;2544;14567
978601500;131;19790
978601620;83;1
978601620;15221;10568
978602160;83;13858
978602340;488;16398
978602400;94;5577
978602520;12155;10568
978602520;7514;15856
978602520;7514;21938
978602520;7514;11348
978602700;10568;743
978602760;13425;70
978602760;8789;17856
978602760;8789;6340
978602820;94;8701
978602820;94;5009
978602820;94;9008
978603000;743;10568
978603060;8194;83
978603060;8194;1126
978603060;8194;7652
978603960;15221;10568
978604260;58;10543
978604740;58;12847
978604800;63;132
978605040;10568;743
978605160;10568;779
978605220;1468;10568
978605220;1468;12222
978605280;108;12351
978605280;58;6820
978605400;13;77
978605400;13;19790
978605400;14997;17503
978605400;14997;20752
978605400;14997;6795
978605460;58;16172
978605580;12155;10568
978605700;58;15136
978605820;94;11840
978606060;58;153
978606120;94;16475
978606120;743;10568
978606180;13;16447
978606180;13;18626
978606360;123;13801
978606960;63;8743
978607740;10568;15221
978608520;63;5
978608760;108;13014
978611040;10568;15221
978611280;10568;1411
978611340;183;63
978612180;7444;94
978612180;1;43
978614460;16979;11875
978615840;16979;2185
978617700;17271;150
978618900;1;43
978619140;1;16469
978619260;1;3306
978619980;1;11752
978621060;150;17271
978621060;150;15520
978627060;63;13186
978628380;6220;108
978631980;17271;150
978645600;15361;13858
978647820;123;16469
978648300;26;4035
978648660;26;16866
978649800;8743;63
978650400;84;10470
978650760;0;5678
978651720;13186;63
978652080;2818;108
978652320;14865;21385
978653280;20518;18742
978653280;20518;5059
978653760;20812;7745
978654480;6677;11841
978654540;54;1041
978654600;94;8701
978654600;94;5009
978654600;1411;10568
978654660;94;3844
978654840;94;16475
978654960;37;52
978655560;6340;1124
978655560;6340;6795
978655560;6340;17503
978655800;54;11593
978655980;131;13997
978655980;131;107
978655980;1041;54
978655980;17305;16783
978656160;131;21144
978656160;131;12
978656280;94;8701
978656580;6791;19303
978656700;11841;6677
978656940;94;7444
978657180;94;16475
978657360;131;5366
978657480;77;20014
978657900;739;1958
978657960;17765;19358
978657960;17765;13739
978658020;14567;83
978658080;94;5577
978658140;14567;6352
978658440;8293;15856
978658440;8293;5393
978658440;8293;10290
978658620;13;16447
978658620;13;18626
978658860;11587;17503
978658920;64;1581
978658920;64;77
978658920;64;324
978658920;94;7657
978659160;54;8113
978659160;54;15199
978659340;131;297
978659340;131;110
978659340;131;107
978659340;112;20876
978659400;7443;94
978659400;7443;7444
978659400;7443;1525
978659640;17305;3853
978659820;2515;17503
978659820;2515;6795
978660000;17305;11482
978660000;17305;8216
978660060;86;12033
978660300;6665;14860
978660480;10568;20752
978660780;90;108
978661080;9197;10568
978661140;16496;10183
978661140;6665;20231
978661200;16496;10183
978661200;16496;4705
978661200;16496;14640
978661260;16496;10183
978661680;11841;6677
978661740;16046;16172
978661740;16046;18769
978661740;16046;58
978662040;11593;54
978662100;3484;17047
978662100;3484;10568
978662100;3484;11193
978662100;1;43
978662220;11901;4845
978662220;11901;47
978662220;11105;18314
978662340;11105;18314
978662340;1;16469
978662400;11105;18314
978662460;11901;4845
978662460;11901;47
978662460;1533;83
978662460;1533;18075
978662460;1533;1126
978662460;1;3306
978662520;5553;10042
978662640;94;7657
978662700;18609;17491
978662700;18609;108
978662760;84;22378
978662820;10568;1411
978663000;14567;16511
978663180;1;11752
978663240;13;18626
978663300;18609;17491
978663300;18609;108
978663300;94;21244
978663300;94;7443
978663300;94;7444
978663360;94;5577
978663420;130;15856
978663720;112;19472
978663780;16496;10183
978663780;142;11252
978663960;6665;14771
978664020;94;21244
978664020;94;1884
978664140;6665;21187
978664140;94;7443
978664140;94;7444
978664140;94;1525
978664200;6665;14771
978664380;83;1882
978664380;83;1126
978664500;18626;13
978664560;3090;17503
978664560;3090;1705
978664860;112;15958
978665040;6665;21187
978666000;94;1285
978666000;94;12583
978666180;0;6005
978666240;94;5577
978666660;6665;21187
978666660;94;21457
978666720;94;5577
978666780;94;16475
978666840;19790;15492
978666840;19790;61
978666840;94;8701
978666840;6665;18314
978666840;6665;14771
978666840;6665;20231
978667020;47;10727
978667020;47;11901
978667020;47;4845
978667020;2118;17359
978667140;47;11901
978667140;47;4845
978667260;488;16398
978667440;17503;12222
978667500;131;9027
978668460;94;7443
978668460;94;7444
978668460;94;9008
978668700;94;7443
978668700;94;7444
978668700;94;9008
978668820;6665;6174
978668880;94;9008
978669480;14701;7745
978669480;14701;20579
978669720;17491;18609
978669720;17491;108
978669720;94;21244
978669720;94;9008
978669720;94;7444
978669900;20752;17503
978669900;20752;17975
978669900;20752;12519
978670200;6677;21919
978670380;111;4348
978670440;6677;10560
978670620;1158;47
978670680;6677;16541
978671220;1396;4613
978671400;1396;622
978671760;7803;15856
978671940;18147;138
978672180;5530;13060
978672180;5530;9919
978672180;5530;16122
978672600;94;7443
978672600;94;7444
978672600;94;9008
978673020;20845;108
978673020;19790;15492
978673020;19790;61
978673140;14865;2569
978673260;125;14357
978673380;14865;1371
978673680;83;8196
978673680;83;12520
978673740;6677;16541
978673740;2818;20845
978673740;2818;108
978674100;14865;6282
978674160;94;5577
978674340;12520;83
978674400;14865;14326
978674400;14865;12855
978674520;14865;21385
978674580;6677;18524
978674640;6677;18524
978674640;94;9008
978674700;6665;6174
978674820;6665;896
978674880;6665;21187
978674880;94;22466
978674940;94;22466
978675000;131;19161
978675000;131;21154
978675000;7245;2707
978675000;7245;9777
978675000;7245;5225
978675120;16541;6677
978675420;14865;10983
978675420;6665;6174
978675480;86;12033
978675600;6677;18524
978675660;1124;4700
978675900;83;14674
978676020;130;15856
978676320;14865;2061
978676380;83;19310
978676740;26;10042
978676860;26;7183
978676920;6735;9777
978677220;18634;61
978677340;14865;6596
978677460;108;3453
978677460;108;14984
978677460;108;11840
978677520;5;9437
978677580;77;1750
978677580;77;3972
978677880;10568;15055
978677880;10568;11193
978677880;10568;9627
978677880;133;18676
978678120;17503;9912
978678180;7444;94
978678360;83;14674
978678360;6665;896
978678600;22368;4021
978678660;22368;10301
978678660;18747;17807
978678780;1126;83
978678780;1126;6340
978678780;1126;7979
978678840;18747;6574
978679080;18747;5863
978679140;18747;58
978679200;18747;6574
978679260;18747;4431
978679560;15695;17503
978679560;15695;20752
978679620;130;15856
978679740;2118;15903
978680040;6677;18524
978680160;83;14567
978680400;77;3114
978680400;77;4528
978680460;16541;6677
978680700;18524;6677
978680880;18747;3571
978680880;18747;14865
978681180;18524;6677
978681180;15013;18429
978681180;15013;3154
978681240;4873;10668
978681300;123;13801
978681300;123;13801
978681360;4873;10668
978681360;4873;10668
978681420;22368;16953
978681420;22368;12829
978681420;22368;14436
978681600;83;5671
978681600;83;124
978681600;83;1882
978681600;4873;10668
978681660;4873;10668
978682020;15492;17367
978682020;15492;61
978682020;15492;7455
978682320;10568;11245
978682320;1158;47
978682500;94;21244
978682500;94;1884
978682500;94;9008
978682560;86;22429
978682860;83;1126
978682980;18524;6677
978683040;7;15748
978683040;4151;138
978683400;18524;6677
978683700;20989;83
978683880;8634;19187
